id,author_details,title,isbn,publisher,date_published,bookshelf,series_details,pages,description,genre,book_uuid
296,"Pennac, Daniel|Mélaouah, Yasmina",Diario di scuola,9788807880902,Feltrinelli,2013,"Default,",,243,"« Donc, j’étais un mauvais élève. Chaque soir de mon enfance, je rentrais à la maison poursuivi par l’école. Mes carnets disaient la réprobation de mes maîtres. Quand je n’étais pas le dernier de ma classe, c’est que j’en étais l’avant-dernier. (Champagne!) Fermé à l’arithmétique d’abord, aux mathématiques ensuite, profondément dysorthographique, rétif à la mémorisation des dates et à la localisation des lieux géographiques, inapte à l’apprentissage des langues étrangères, réputé paresseux (leçons non apprises, travail non fait), je rapportais à la maison des résultats pitoyables que ne rachetaient ni la musique, ni le sport, ni d’ailleurs aucune activité parascolaire. »<br /><br />Dans la lignée de Comme un roman, Chagrin d’école est donc un livre qui concerne l’école. Non pas l’école qui change dans la société qui change, mais, «au cœur de cet incessant bouleversement, sur ce qui ne change pas, justement, sur une permanence dont je n’entends jamais parler: la douleur partagée du cancre, des parents et des professeurs, l’interaction de ces chagrins d’école». Daniel Pennac entremêle ainsi souvenirs autobiographiques et réflexions sur la pédagogie et les dysfonctionnements de l’institution scolaire, sur la douleur d’être cancre et la soif d’apprendre, sur le sentiment d’exclusion et l’amour de l’enseignement.<br /><br />Entre humour et tendresse, analyse critique et formules allant droit au but, il offre ici une brillante et savoureuse leçon d’intelligence. Ce Chagrin d’école s’impose déjà comme un livre indispensable.",Literary Collections / Essays,dc2ba7d3ef279295feefe1b3a8e61fc2
297,"Pennac, Daniel",Ecco la storia,9788807884559,Feltrinelli,,"Default,",,,,,36207cb5f71a9ad7e83a82a14e15662e
298,"Pennac, Daniel|Mélaouah, Yasmina",Il caso Malaussène: Mi hanno mentito,9788807032332,Feltrinelli,2017-04-27,"Default,",Malaussène|Le cas Malaussène (1),288,"La mia sorellina minore Verdun è nata che già urlava ne La fata carabina, mio nipote È Un Angelo è nato orfano ne La prosivendola, mio figlio Signor Malaussène è nato da due madri nel romanzo che porta il suo nome e mia nipote Maracuja è nata da due padri ne La passione secondo Thérèse. E ora li ritroviamo adulti in un mondo che più esplosivo non si può, dove si mitraglia a tutto andare, dove qualcuno rapisce l’uomo d’affari Georges Lapietà, dove Polizia e Giustizia procedono mano nella mano senza perdere un’occasione per farsi lo sgambetto, dove la Regina Zabo, editrice accorta, regna sul suo gregge di scrittori fissati con la verità vera proprio quando tutti mentono a tutti.<br />Tutti tranne me, ovviamente. Io, tanto per cambiare, mi becco le solite mazzate.<br />Benjamin Malaussène <br /><br />“Io sottoscritto Benjamin Malaussène vi sfido, oggi, chiunque voi siate, ovunque vi nascondiate, quale che sia il vostro grado di indifferenza alle cose di questo mondo, a ignorare l’ultima notizia appena uscita, la notiziona che farà discutere la Francia e crepitare i soscial.”",Fiction / General,1e17ef1e06de8ad97ca53e49ca8abf89
299,"Angela, Alberto|Pedretti, Carlo",Gli occhi della Gioconda. Il genio di Leonardo raccontato da Monna Lisa,9788817090780,Rizzoli,2016-11-03,"Default,",,360,"<p>Un capolavoro assoluto come la Gioconda non è solo un quadro da ammirare affascinati dagli occhi che sembrano vivi e dalla magia del sorriso. In realtà è un viaggio nella mente e nelle emozioni di Leonardo. È una porta che si spalanca su un luogo e su un'epoca indimenticabili: Firenze (ma anche Milano, Roma, Mantova, Urbino) e il Rinascimento. Già dall'Ottocento e fino a oggi, è stato detto e scritto moltissimo su Leonardo e su Monna Lisa, un artista e un ritratto su cui si ha sempre l'impressione di non sapere abbastanza. Per andare a conoscere entrambi e svelarne l'eterno fascino, Alberto Angela ha scelto una chiave completamente nuova: lascia che sia la Gioconda a ""raccontarci"" Leonardo, il genio che l'ha potuta pensare e realizzare. Partendo da ogni dettaglio del quadro e ricostruendo le circostanze in cui Leonardo lo dipinse, scopriamo così che il volto della Gioconda, levigatissimo dallo sfumato, non ha ciglia né sopracciglia (un dettaglio importante nella storia narrata in queste pagine). O che il suo vestito ha molto da dirci sulla moda del tempo, ma anche sulle abitudini e sull'economia della Firenze di inizio Cinquecento. O, ancora, che le sue mani non sarebbero state possibili senza approfonditi e sorprendenti studi di anatomia. O che il segreto del paesaggio va ricercato nel nuovo tipo di prospettiva ""aerea"", ideato da Leonardo. La Gioconda può raccontarci queste e molte altre cose sul suo autore, dalle incredibili macchine e invenzioni (un palombaro, un paracadute, un robot!) ai rapporti con i potenti quali Ludovico il Moro e il re di Francia Francesco I. Ma che cosa sappiamo di lei? Chi è davvero questa donna misteriosa? Sulla sua identità sono state fatte diverse ipotesi, alcune delle quali aprono retroscena appassionanti nelle città e nelle corti dell’epoca. Con le sue doti indiscusse di divulgatore, Alberto Angela ci accompagna a scoprirli, entrando nella vita di Leonardo, mostrandone il genio e il volto umano, l’incontenibile creatività e le relazioni. Svelandoci un Leonardo dalla personalità unica, fondamentale nella cultura del mondo e di tutti i tempi.</p>",,1258453d41e47fa4e347f171fb196649
300,"Zerocalcare, |Madrigal, Alberto",Macerie prime,9788865439760,Bao Publishing,2017-11-14,"Default,",,192,"<i>Macerie prime</i> è una storia su cosa ci rende umani. Sulle cose che, per quanto siano messe a dura prova dalla vita, dobbiamo proteggere a ogni costo. Un libro in cui un cast corale e allargato rispetto al tipico narrare di Zerocalcare si confronta che le fragili realtà che, appena qualche anno prima, erano i loro sogni per il futuro.",,bbca14b19925181ca67e68979736ffe9
301,"Holmstrom, Darwin",Harley-Davidson. La storia,9788879116800,Nada,2017,"Default,",,240,"Nell'immaginario collettivo, non solo degli appassionati di due ruote, Harley-Davidson è un nome che profuma di mito e di leggenda. Dal lontano 1903, anno di fondazione del celebre marchio, le motociclette della Casa statunitense sono state il sogno proibito per intere generazioni di bikers che nelle Harley, più che una semplice moto, hanno visto uno stile di vita. Nella bibliografia in lingua italiana dedicata a questo celebre nome, questo volume colma un importante vuoto, ripercorrendo tutta la storia dalle origini ai nostri giorni, attraverso modelli iconici come Knucklehead, Panhead, Peashooter, KR, Sporster, XR750, Shovelhead, Evolution, Twin Cam, o V-Rod. L'apparato iconografico è di prima grandezza con centinaia di immagini a colori - realizzate da alcuni dei fotografi più celebri d'oltreoceano - cui si unisce prezioso quanto inedito materiale storico proveniente dagli archivi della Casa di Milwaukee. In chiusura, non poteva mancare un capitolo dedicato alle corse.",Transportation / Motorcycles / General,29de79b4d95ff75a9afb833846162090
302,"Parodi, Roberto",La moto spiegata a mio figlio,9788850231881,Tea,2015,"Default,",,,,,d063ec437e6f0a6317e2863a42a936f4
303,"Parodi, Roberto",Il cuore a due cilindri,9788850229956,Tea,2012-07-05,"Default,",Italian Edition,241,"LA STORIA DI UNA GRANDE PASSIONE: LA MOTO<br /><br />L'amore per le due ruote quando esplode non ti lascia più. <br />Non conosce età, se ne frega della professione che svolgi, se hai figli o se non li hai. <br />Sei un motociclista, e basta.<br /><br />In questo libro, Roberto Parodi ripercorre la sua vita in sella alla Harley-Davidson,<br />catapultandoci nell'affascinante mondo dei biker: <br />dalle gite della domenica ai viaggi avventurosi ai raduni tra appassionati.<br /><br />Emozioni forti, intense, uniche<br />che solo una moto, con il suo rombo e il sogno di libertà <br />che custodisce nei suoi cilindri, può dare.",Travel / Essays & Travelogues,1e858877dceca31266084fcd1c88e391
304,"Pirsig, Robert M.|Vezzoli, Delfina|Pirsig, Robert",Lo Zen e l'arte della manutenzione della motocicletta,9788845907340,Adelphi,1999-03-02,"Default,",,402,"<i>An alternate cover for this isbn can be found <a href=""https://www.goodreads.com/book/show/35925959.here"" title=""here"" rel=""nofollow"">here</a>.</i><br /><br /><p>Una Grande Avventura, a cavallo di una motocicletta e della mente; una visione variegata dell'America <i>on the road</i>, dal Minnesota al Pacifico; un lucido, tortuoso viaggio iniziatico.<br />Qual è la differenza fra chi viaggia in motocicletta sapendo come la moto funziona e chi non lo sa? In che misura ci si deve occupare della manutenzione della propria motocicletta? Mentre guarda smaglianti prati blu di fiori di lino, nella mente del narratore si forumula una risposta: «Il Buddha, il Divino, dimora nel circuito di un calcolatore o negli ingranaggi del cambio di una moto con lo stesso agio che in cima a una montagna o nei petali di un fiore». Questo pensiero è la minuscola leva che servirà a sollevare altre domande subito incombenti: da che cosa nasce la tecnologia, perché provoca odio, perché è illusorio sfuggirle? Che cos'è la Qualità? Perché non possiamo vivere senza di essa?</p>",Fiction / General,d414b23f186c590ee8dff94471efb076
305,"Pennac, Daniel",Ernest e Celestine,9788807889585,Feltrinelli,2017,"Default,",,187,"La tenerissima storia dell'improbabile amicizia tra un grande e possente orso e un'impertinente topina pittrice. Due personaggi bizzarri e dolcissimi, le situazioni comiche, il generale sovvertimento delle regole e la forza di un sentimento che sconfigge ogni pregiudizio... Età di lettura: da 7 anni.",,201e046db8e3e3ec2aaaf3b48656d6e1
306,"Foucault, Michel|Galzigna, Mario","Il coraggio della verità. Corso al Collège de France, 1983-1984",9788807887475,Feltrinelli,2016-03-03,"Default,",The Government of the Self and Others (2)|Cours au Collège de France/Lectures at the Collège de France (12)|1984,368,"Quello del 1984 è l'ultimo corso tenuto da Michel Foucault al Collège de France. Già malato, comincia le lezioni solo a febbraio per terminarle alla fine di marzo. Muore pochi mesi dopo, il 25 giugno. Queste circostanze gettano una luce particolare sul corso, che si è portati a leggere come una sorta di testamento spirituale, dove il tema della morte ricorre frequentemente. Il corso prosegue e radicalizza le analisi condotte l'anno precedente. Anche qui, la domanda centrale ruota intorno alla funzione del ""dire-il-vero"" e al ruolo che la verità riveste nell'ambito della politica e dei rapporti di potere. Si tratta in sostanza di stabilire, nell'ambito della democrazia, un certo numero di condizioni etiche che sono irriducibili alle regole formali del consenso ma che fanno appello alla dimensione morale individuale: il coraggio di fronte al pericolo e la coerenza. Foucault ritorna alle radici della filosofia greca, rivalutandone l'idea di democrazia contrapposta a ogni forma di tirannia, antica e moderna. Nella morte di Socrate non emerge la paura di morire, ma l'angoscia di non poter portare a compimento la propria ""missione essenziale"", il compito che dà senso a una vita. Attraverso una rivalutazione del pensiero dei cinici viene sottolineata sia l'importanza di un radicale ritorno all'elementarità dell'esistenza sia lo ""scandalo della vita vera"": al tempo stesso provocazione pubblica e pratica filosofica, che comporta un accoglimento dell'essenzialità delle cose.",Philosophy / History & Surveys / Modern,5d5803591cd53992d065ca9cd1c4a96e
307,"Mitnick, Kevin D.|Simon, William L.",L'arte dell'hacking,9788807883606,Feltrinelli,2014,"Default,",,289,"Mitnick offre con questo libro un sequel al suo libro ""L'arte dell'inganno"", questa volta intervistando una serie di gruppi hacker che hanno messo in atto alcune delle intrusioni più incredibili degli ultimi anni. Ogni capitolo (dieci in totale) si apre con una ""computer crime story"" che si legge come un romanzo. Certo, è sicuramente sconcertante capire quanto sia vulnerabile il proprio conto in banca o vedere all'opera un gruppo di hacker innamorati del gioco d'azzardo che in pochi minuti fanno man bassa alle slot machine. Come nell'""Arte dell'inganno"", nel raccontare queste storie Mitnick illustra minuziosamente i passi tecnici utilizzati nel mettere a segno i diversi colpi. Un libro che si legge con facilità e che, al contempo, ci proietta nel mondo della sicurezza, l'altra faccia della dimensione informatica in cui Mitnick è da tempo impegnato come uno dei maggiori esperti mondiali.",Computers / Security / General,f2415d0c092b460c713a781d9727947f
308,"Kant, Immanuel|Kant, Immanuel.|di), Domenico Morace (a cura",Critica della ragion pura,9788842019084,UTET,2016-02-03,"Default,",,629,"The Critique of Pure Reason (Kritik der reinen Vernunft) by Immanuel Kant (4/22/1724-2/12/1804), 1st published in 1781, 2nd edition 1787, is one of the most influential works of philosophy. Also referred to as the ""1st critique,"" it was followed in 1788 by the Critique of Practical Reason, in 1790 by the Critique of Judgment. In the preface to the 1st edition he explains what he means by a critique of pure reason: ""I do not mean by this a critique of books &amp; systems, but of the faculty of reason in general, in respect of all knowledge after which it may strive independently of all experience.""<br /> The Critique was the result of a decade of thinking &amp; meditation. Even so, Kant published the 1st edition reluctantly after many postponements. Tho convinced of the truth of its doctrine, he was uncertain about its exposition. His misgivings were well founded. He complained that interpreters of the work misunderstood it. To correct them, he wrote the Prolegomena zu einer jeden künftigen Metaphysik die als Wissenschaft wird auftreten können (1783; Prolegomena to Any Future Metaphysics That Will be Able to Come Forward as Science) &amp; brought out a 2nd, revised edition of the Critique in 1787. Controversy still continues regarding the merits of the editions: readers with a preference for an idealistic interpretation often prefer the 1st, those with a realistic view the 2nd. But with regard to difficulty &amp; ease of reading &amp; understanding, it's commonly agreed there's little to choose between them.",Philosophy / History & Surveys / General,d2de7e07aecbec5ff8268a07d9ca9fbb
309,"Presta, Marco",Accendimi,9788806236083,Einaudi,2017-10-17,"Default,",,248,"Sacher, Mimose, Millefoglie, Charlotte... La pasticceria di Caterina addolcisce le pene di molti, con le sue maestose cattedrali di zucchero. Ma la prima che avrebbe bisogno di dolcezza è proprio lei, Caterina, che si sente sola anche se la sua vita sentimentale è «intasata come una litoranea in agosto». Giancarlo, il fidanzato, è un commissario di Polizia che non sa infiammarle il cuore, le amiche si ricordano di lei raramente e Vittorio, il fratello, ha il singolare talento di mettersi, e di metterla, nei guai. Finché un giorno Caterina non trova nel retrobottega del negozio una radio, «un modello degli anni Settanta, un cubo arancione con tanto di antenna». Il primo miracolo è che dopo tutti quegli anni funzioni ancora. Il secondo è che la voce che parla da lì dentro parli a lei, a lei e a nessun altro. E dica cose che a poco a poco la conquistano, mettendole a soqquadro la vita. Marco Presta ci racconta da par suo, attraverso una scrittura comica ma alta, controllatissima, la storia di una giovane donna che trova, letteralmente, l'amore nell'aria. E pagina dopo pagina fa un incantesimo alla portata di chi ha la fantasia all'altezza del cuore.",Fiction / General,211237f1d8b272281f34e38359e8bb9e
